90

d(1	3	12	4	200000.0)
d(2	4	6	3	200000.0)
d(3	6	20	4	200000.0)
d(4	20	21	4	200000.0)
d(5	5	10	3	200000.0)
d(6	23	24	4	200000.0)
d(7	16	22	2	200000.0)
d(8	19	20	5	200000.0)
d(9	18	22	3	200000.0)
d(10	6	18	3	200000.0)
d(11	7	20	4	200000.0)
d(12	17	20	2	200000.0)
d(13	24	24	2	200000.0)
d(14	4	13	1	200000.0)
d(15	18	18	3	200000.0)
d(16	4	10	3	200000.0)
d(17	19	24	1	200000.0)
d(18	3	14	5	200000.0)
d(19	23	23	1	200000.0)
d(20	1	22	4	200000.0)
d(21	7	14	4	200000.0)
d(22	22	22	5	200000.0)
d(23	12	12	4	200000.0)
d(24	1	18	1	200000.0)
d(25	1	9	2	200000.0)
d(26	16	16	5	200000.0)
d(27	4	24	2	200000.0)
d(28	19	22	2	200000.0)
d(29	5	22	1	200000.0)
d(30	2	9	1	200000.0)
d(31	13	24	3	200000.0)
d(32	1	16	4	200000.0)
d(33	24	24	2	200000.0)
d(34	20	21	2	200000.0)
d(35	1	5	5	200000.0)
d(36	2	12	5	200000.0)
d(37	8	20	4	200000.0)
d(38	6	11	4	200000.0)
d(39	17	19	2	200000.0)
d(40	23	24	5	200000.0)
d(41	3	21	2	200000.0)
d(42	22	24	5	200000.0)
d(43	14	20	5	200000.0)
d(44	4	24	4	200000.0)
d(45	12	16	4	200000.0)
d(46	2	21	1	200000.0)
d(47	7	15	4	200000.0)
d(48	24	24	3	200000.0)
d(49	2	8	2	200000.0)
d(50	4	17	2	200000.0)
d(51	22	24	2	200000.0)
d(52	23	23	5	200000.0)
d(53	9	14	3	200000.0)
d(54	15	24	1	200000.0)
d(55	8	11	4	200000.0)
d(56	3	14	4	200000.0)
d(57	23	24	5	200000.0)
d(58	24	24	3	200000.0)
d(59	18	18	4	200000.0)
d(60	3	16	4	200000.0)
d(61	1	11	2	200000.0)
d(62	11	15	4	200000.0)
d(63	11	19	3	200000.0)
d(64	21	24	1	200000.0)
d(65	3	24	5	200000.0)
d(66	16	19	1	200000.0)
d(67	24	24	4	200000.0)
d(68	14	24	5	200000.0)
d(69	1	14	4	200000.0)
d(70	18	18	5	200000.0)
d(71	10	24	5	200000.0)
d(72	24	24	4	200000.0)
d(73	2	19	5	200000.0)
d(74	24	24	3	200000.0)
d(75	10	15	2	200000.0)
d(76	6	20	5	200000.0)
d(77	10	12	5	200000.0)
d(78	10	24	4	200000.0)
d(79	11	19	3	200000.0)
d(80	23	23	3	200000.0)
d(81	16	24	4	200000.0)
d(82	22	22	4	200000.0)
d(83	22	23	4	200000.0)
d(84	23	23	5	200000.0)
d(85	6	17	1	200000.0)
d(86	6	16	1	200000.0)
d(87	23	24	1	200000.0)
d(88	22	24	3	200000.0)
d(89	13	13	5	200000.0)
d(90	12	12	1	200000.0)
v(1	1	16	59	32	3)
v(1	2	7	122	14	3)
v(1	3	16	170	32	3)
v(1	4	12	130	24	3)
v(2	1	27	172	54	2)
v(2	2	25	85	50	2)
v(2	3	12	58	24	2)
v(3	1	25	31	50	2)
v(3	2	15	160	30	3)
v(3	3	3	72	6	3)
v(3	4	1	110	2	2)
v(4	1	20	97	40	3)
v(4	2	28	89	56	3)
v(4	3	27	110	54	3)
v(4	4	26	123	52	3)
v(5	1	26	112	52	2)
v(5	2	28	103	56	2)
v(5	3	24	72	48	2)
v(6	1	4	77	8	3)
v(6	2	6	165	12	3)
v(6	3	25	126	50	3)
v(6	4	7	126	14	3)
v(7	1	13	81	26	1)
v(7	2	32	184	64	1)
v(8	1	19	107	38	4)
v(8	2	6	140	12	4)
v(8	3	2	125	4	4)
v(8	4	19	75	38	4)
v(8	5	13	173	26	4)
v(9	1	28	33	56	2)
v(9	2	24	34	48	2)
v(9	3	9	146	18	2)
v(10	1	22	172	44	2)
v(10	2	2	66	4	2)
v(10	3	9	23	18	2)
v(11	1	9	41	18	2)
v(11	2	3	140	6	1)
v(11	3	7	82	14	2)
v(11	4	14	28	28	3)
v(12	1	11	28	22	1)
v(12	2	14	148	28	1)
v(13	1	17	174	34	1)
v(13	2	30	180	60	1)
v(14	1	25	136	50	0)
v(15	1	3	117	6	2)
v(15	2	24	45	48	2)
v(15	3	32	54	64	2)
v(16	1	15	20	30	2)
v(16	2	15	21	30	2)
v(16	3	24	91	48	2)
v(17	1	31	32	62	0)
v(18	1	22	83	44	4)
v(18	2	32	44	64	4)
v(18	3	30	100	60	4)
v(18	4	29	49	58	4)
v(18	5	25	113	50	4)
v(19	1	13	83	26	0)
v(20	1	21	32	42	3)
v(20	2	5	38	10	3)
v(20	3	1	143	2	3)
v(20	4	12	41	24	3)
v(21	1	13	58	26	3)
v(21	2	20	131	40	3)
v(21	3	2	115	4	3)
v(21	4	19	58	38	3)
v(22	1	7	70	14	4)
v(22	2	9	60	18	4)
v(22	3	8	86	16	4)
v(22	4	4	61	8	4)
v(22	5	26	85	52	4)
v(23	1	18	163	36	3)
v(23	2	10	78	20	2)
v(23	3	24	143	48	2)
v(23	4	8	45	16	3)
v(24	1	20	121	40	0)
v(25	1	7	133	14	1)
v(25	2	18	24	36	1)
v(26	1	2	14	4	4)
v(26	2	6	65	12	3)
v(26	3	15	91	30	4)
v(26	4	26	113	52	4)
v(26	5	7	99	14	3)
v(27	1	22	47	44	1)
v(27	2	21	155	42	1)
v(28	1	9	157	18	1)
v(28	2	15	138	30	1)
v(29	1	6	27	12	0)
v(30	1	15	33	30	0)
v(31	1	31	134	62	2)
v(31	2	13	33	26	2)
v(31	3	7	45	14	2)
v(32	1	9	137	18	3)
v(32	2	22	54	44	3)
v(32	3	25	80	50	3)
v(32	4	30	148	60	3)
v(33	1	5	165	10	1)
v(33	2	26	118	52	1)
v(34	1	30	90	60	1)
v(34	2	1	115	2	1)
v(35	1	23	67	46	3)
v(35	2	9	121	18	3)
v(35	3	2	160	4	4)
v(35	4	7	124	14	4)
v(35	5	26	44	52	4)
v(36	1	11	53	22	4)
v(36	2	19	150	38	4)
v(36	3	14	141	28	4)
v(36	4	6	102	12	4)
v(36	5	27	29	54	4)
v(37	1	29	78	58	3)
v(37	2	2	116	4	3)
v(37	3	15	131	30	3)
v(37	4	8	166	16	3)
v(38	1	4	47	8	3)
v(38	2	14	41	28	3)
v(38	3	20	22	40	3)
v(38	4	1	133	2	3)
v(39	1	7	72	14	1)
v(39	2	5	13	10	1)
v(40	1	16	81	32	4)
v(40	2	5	159	10	4)
v(40	3	13	45	26	4)
v(40	4	16	93	32	4)
v(40	5	8	80	16	4)
v(41	1	22	140	44	1)
v(41	2	13	63	26	1)
v(42	1	6	164	12	4)
v(42	2	21	138	42	4)
v(42	3	4	107	8	4)
v(42	4	3	151	6	4)
v(42	5	12	81	24	4)
v(43	1	2	87	4	3)
v(43	2	21	126	42	4)
v(43	3	17	175	34	4)
v(43	4	12	154	24	3)
v(43	5	14	86	28	4)
v(44	1	32	137	64	3)
v(44	2	12	75	24	3)
v(44	3	7	17	14	2)
v(44	4	17	21	34	2)
v(45	1	10	170	20	3)
v(45	2	25	157	50	3)
v(45	3	4	132	8	3)
v(45	4	27	134	54	3)
v(46	1	4	64	8	0)
v(47	1	7	95	14	3)
v(47	2	2	74	4	3)
v(47	3	4	162	8	3)
v(47	4	32	167	64	3)
v(48	1	2	19	4	1)
v(48	2	15	83	30	2)
v(48	3	12	166	24	1)
v(49	1	17	19	34	1)
v(49	2	13	55	26	1)
v(50	1	29	105	58	0)
v(50	2	18	22	36	0)
v(51	1	27	81	54	1)
v(51	2	22	36	44	1)
v(52	1	32	69	64	4)
v(52	2	26	34	52	4)
v(52	3	28	76	56	4)
v(52	4	18	31	36	4)
v(52	5	8	93	16	4)
v(53	1	30	96	60	2)
v(53	2	21	45	42	2)
v(53	3	2	56	4	2)
v(54	1	32	95	64	0)
v(55	1	2	115	4	3)
v(55	2	6	47	12	3)
v(55	3	18	103	36	3)
v(55	4	4	128	8	3)
v(56	1	26	33	52	3)
v(56	2	9	73	18	3)
v(56	3	24	171	48	3)
v(56	4	14	154	28	3)
v(57	1	32	157	64	2)
v(57	2	8	55	16	3)
v(57	3	11	41	22	4)
v(57	4	20	66	40	3)
v(57	5	1	11	2	4)
v(58	1	22	87	44	2)
v(58	2	3	17	6	2)
v(58	3	11	110	22	2)
v(59	1	21	59	42	3)
v(59	2	8	84	16	3)
v(59	3	6	123	12	3)
v(59	4	1	4	2	3)
v(60	1	27	171	54	2)
v(60	2	3	34	6	3)
v(60	3	15	161	30	2)
v(60	4	18	136	36	3)
v(61	1	31	140	62	1)
v(61	2	20	109	40	1)
v(62	1	10	114	20	2)
v(62	2	5	114	10	2)
v(62	3	10	11	20	3)
v(62	4	15	92	30	3)
v(63	1	27	166	54	2)
v(63	2	19	120	38	2)
v(63	3	11	71	22	2)
v(64	1	23	76	46	0)
v(65	1	17	111	34	4)
v(65	2	19	33	38	4)
v(65	3	17	124	34	4)
v(65	4	3	113	6	4)
v(65	5	17	75	34	4)
v(66	1	13	144	26	0)
v(67	1	13	48	26	3)
v(67	2	12	46	24	3)
v(67	3	26	43	52	3)
v(67	4	30	139	60	3)
v(68	1	29	103	58	4)
v(68	2	13	33	26	4)
v(68	3	21	49	42	4)
v(68	4	24	137	48	4)
v(68	5	10	22	20	4)
v(69	1	3	83	6	2)
v(69	2	28	129	56	3)
v(69	3	17	81	34	2)
v(69	4	30	49	60	3)
v(70	1	10	131	20	4)
v(70	2	31	62	62	4)
v(70	3	17	144	34	4)
v(70	4	31	75	62	4)
v(70	5	23	72	46	4)
v(71	1	1	51	2	4)
v(71	2	4	60	8	4)
v(71	3	25	89	50	4)
v(71	4	9	98	18	4)
v(71	5	29	156	58	4)
v(72	1	30	153	60	3)
v(72	2	16	115	32	3)
v(72	3	31	56	62	3)
v(72	4	32	77	64	3)
v(73	1	24	169	48	3)
v(73	2	31	137	62	3)
v(73	3	21	105	42	2)
v(73	4	4	59	8	4)
v(73	5	1	21	2	4)
v(74	1	4	162	8	1)
v(74	2	18	176	36	1)
v(74	3	30	175	60	2)
v(75	1	25	115	50	1)
v(75	2	12	107	24	1)
v(76	1	14	143	28	4)
v(76	2	12	65	24	3)
v(76	3	13	90	26	4)
v(76	4	18	173	36	4)
v(76	5	9	100	18	3)
v(77	1	28	160	56	4)
v(77	2	2	92	4	4)
v(77	3	13	141	26	4)
v(77	4	21	32	42	4)
v(77	5	1	14	2	4)
v(78	1	11	162	22	3)
v(78	2	25	103	50	3)
v(78	3	14	127	28	3)
v(78	4	22	60	44	3)
v(79	1	16	38	32	2)
v(79	2	12	136	24	2)
v(79	3	12	82	24	2)
v(80	1	19	99	38	2)
v(80	2	15	86	30	2)
v(80	3	3	125	6	2)
v(81	1	19	142	38	2)
v(81	2	15	143	30	3)
v(81	3	31	157	62	3)
v(81	4	2	22	4	2)
v(82	1	29	120	58	3)
v(82	2	6	60	12	3)
v(82	3	16	17	32	3)
v(82	4	13	160	26	3)
v(83	1	19	76	38	3)
v(83	2	30	47	60	3)
v(83	3	28	135	56	3)
v(83	4	21	174	42	3)
v(84	1	26	130	52	2)
v(84	2	4	39	8	4)
v(84	3	27	163	54	4)
v(84	4	1	6	2	3)
v(84	5	29	87	58	3)
v(85	1	9	91	18	0)
v(86	1	23	131	46	0)
v(87	1	7	53	14	0)
v(88	1	20	149	40	2)
v(88	2	14	46	28	1)
v(88	3	28	58	56	1)
v(89	1	8	153	16	4)
v(89	2	8	20	16	3)
v(89	3	1	76	2	4)
v(89	4	7	135	14	4)
v(89	5	23	40	46	3)
v(90	1	14	118	28	0)
e(1	1	2	140)
e(1	1	3	100)
e(1	2	3	40)
e(1	1	4	30)
e(1	2	4	10)
e(1	3	4	150)
e(2	1	2	150)
e(2	1	3	70)
e(2	2	3	10)
e(3	1	2	50)
e(3	1	3	60)
e(3	2	3	70)
e(3	2	4	10)
e(3	3	4	100)
e(4	1	2	10)
e(4	1	3	110)
e(4	2	3	80)
e(4	1	4	150)
e(4	2	4	160)
e(4	3	4	20)
e(5	1	2	30)
e(5	1	3	60)
e(5	2	3	150)
e(6	1	2	40)
e(6	1	3	30)
e(6	2	3	120)
e(6	1	4	150)
e(6	2	4	70)
e(6	3	4	100)
e(7	1	2	90)
e(8	1	2	70)
e(8	1	3	60)
e(8	2	3	90)
e(8	1	4	110)
e(8	2	4	60)
e(8	3	4	20)
e(8	1	5	90)
e(8	2	5	60)
e(8	3	5	140)
e(8	4	5	80)
e(9	1	2	10)
e(9	1	3	110)
e(9	2	3	100)
e(10	1	2	100)
e(10	1	3	90)
e(10	2	3	90)
e(11	1	3	70)
e(11	1	4	70)
e(11	2	4	140)
e(11	3	4	160)
e(12	1	2	10)
e(13	1	2	50)
e(15	1	2	140)
e(15	1	3	140)
e(15	2	3	140)
e(16	1	2	100)
e(16	1	3	90)
