900

d(1	9	22	4	200000.0)
d(2	21	21	4	200000.0)
d(3	12	23	2	200000.0)
d(4	8	9	4	200000.0)
d(5	14	20	3	200000.0)
d(6	11	18	2	200000.0)
d(7	7	7	2	200000.0)
d(8	14	20	1	200000.0)
d(9	15	21	5	200000.0)
d(10	5	18	5	200000.0)
d(11	17	21	4	200000.0)
d(12	20	23	2	200000.0)
d(13	15	17	1	200000.0)
d(14	17	22	2	200000.0)
d(15	4	5	3	200000.0)
d(16	10	10	1	200000.0)
d(17	6	17	5	200000.0)
d(18	13	14	1	200000.0)
d(19	18	24	2	200000.0)
d(20	11	19	5	200000.0)
d(21	24	24	1	200000.0)
d(22	3	7	4	200000.0)
d(23	6	14	5	200000.0)
d(24	23	24	3	200000.0)
d(25	14	22	2	200000.0)
d(26	5	18	2	200000.0)
d(27	11	17	2	200000.0)
d(28	15	24	5	200000.0)
d(29	5	11	1	200000.0)
d(30	4	23	4	200000.0)
d(31	3	11	1	200000.0)
d(32	5	9	4	200000.0)
d(33	5	12	1	200000.0)
d(34	17	20	3	200000.0)
d(35	2	19	2	200000.0)
d(36	6	15	4	200000.0)
d(37	20	20	2	200000.0)
d(38	1	7	2	200000.0)
d(39	22	23	5	200000.0)
d(40	7	7	2	200000.0)
d(41	22	24	4	200000.0)
d(42	23	24	1	200000.0)
d(43	8	8	1	200000.0)
d(44	17	18	5	200000.0)
d(45	12	24	3	200000.0)
d(46	18	22	4	200000.0)
d(47	14	19	1	200000.0)
d(48	11	17	1	200000.0)
d(49	4	10	3	200000.0)
d(50	24	24	1	200000.0)
d(51	1	8	4	200000.0)
d(52	10	21	5	200000.0)
d(53	8	17	5	200000.0)
d(54	6	21	4	200000.0)
d(55	18	18	5	200000.0)
d(56	14	15	2	200000.0)
d(57	24	24	3	200000.0)
d(58	3	3	4	200000.0)
d(59	14	19	4	200000.0)
d(60	23	24	4	200000.0)
d(61	5	8	3	200000.0)
d(62	21	23	2	200000.0)
d(63	8	8	4	200000.0)
d(64	1	6	4	200000.0)
d(65	11	21	5	200000.0)
d(66	23	23	5	200000.0)
d(67	22	24	3	200000.0)
d(68	15	22	2	200000.0)
d(69	14	20	4	200000.0)
d(70	8	8	2	200000.0)
d(71	7	9	4	200000.0)
d(72	2	21	5	200000.0)
d(73	16	22	3	200000.0)
d(74	9	18	5	200000.0)
d(75	13	21	1	200000.0)
d(76	1	15	2	200000.0)
d(77	24	24	3	200000.0)
d(78	10	10	3	200000.0)
d(79	4	18	5	200000.0)
d(80	7	19	1	200000.0)
d(81	22	22	1	200000.0)
d(82	21	21	5	200000.0)
d(83	12	21	4	200000.0)
d(84	10	13	1	200000.0)
d(85	19	20	1	200000.0)
d(86	10	16	5	200000.0)
d(87	8	22	2	200000.0)
d(88	1	1	2	200000.0)
d(89	21	24	5	200000.0)
d(90	24	24	1	200000.0)
d(91	17	20	3	200000.0)
d(92	4	13	2	200000.0)
d(93	21	21	4	200000.0)
d(94	10	22	2	200000.0)
d(95	24	24	1	200000.0)
d(96	14	22	3	200000.0)
d(97	11	23	2	200000.0)
d(98	23	24	4	200000.0)
d(99	19	19	1	200000.0)
d(100	1	13	2	200000.0)
d(101	22	22	1	200000.0)
d(102	18	23	3	200000.0)
d(103	2	18	2	200000.0)
d(104	1	2	4	200000.0)
d(105	1	5	3	200000.0)
d(106	16	24	1	200000.0)
d(107	20	22	1	200000.0)
d(108	23	24	3	200000.0)
d(109	8	16	1	200000.0)
d(110	8	14	3	200000.0)
d(111	5	10	5	200000.0)
d(112	21	21	5	200000.0)
d(113	16	23	1	200000.0)
d(114	14	22	2	200000.0)
d(115	3	17	3	200000.0)
d(116	19	23	4	200000.0)
d(117	19	21	4	200000.0)
d(118	12	17	5	200000.0)
d(119	3	23	1	200000.0)
d(120	14	20	4	200000.0)
d(121	23	24	5	200000.0)
d(122	12	17	3	200000.0)
d(123	7	10	2	200000.0)
