5

d(1	1	21	1	200000.0)
d(2	4	18	3	200000.0)
d(3	21	21	5	200000.0)
d(4	6	20	2	200000.0)
d(5	9	15	2	200000.0)
v(1	1	6	154	12	0)
v(2	1	11	33	22	2)
v(2	2	29	187	58	2)
v(2	3	18	168	36	2)
v(3	1	28	29	56	4)
v(3	2	5	118	10	4)
v(3	3	12	153	24	4)
v(3	4	24	52	48	4)
v(3	5	5	132	10	4)
v(4	1	7	142	14	1)
v(4	2	29	39	58	1)
v(5	1	29	122	58	1)
v(5	2	2	63	4	1)
e(2	1	2	40)
e(2	1	3	40)
e(2	2	3	150)
e(3	1	2	20)
e(3	1	3	30)
e(3	2	3	150)
e(3	1	4	120)
e(3	2	4	110)
e(3	3	4	10)
e(3	1	5	90)
e(3	2	5	60)
e(3	3	5	140)
e(3	4	5	40)
e(4	1	2	30)
e(5	1	2	50)
