1300

d(1	9	17	3	200000.0)
d(2	17	19	2	200000.0)
d(3	21	23	4	200000.0)
d(4	12	23	1	200000.0)
d(5	2	24	3	200000.0)
d(6	15	21	5	200000.0)
d(7	8	11	1	200000.0)
d(8	19	20	5	200000.0)
d(9	24	24	3	200000.0)
d(10	20	21	2	200000.0)
d(11	22	23	5	200000.0)
d(12	4	11	2	200000.0)
d(13	6	24	5	200000.0)
d(14	5	16	2	200000.0)
d(15	24	24	1	200000.0)
d(16	24	24	1	200000.0)
d(17	4	13	3	200000.0)
d(18	8	20	4	200000.0)
d(19	8	12	5	200000.0)
d(20	23	23	1	200000.0)
d(21	21	22	3	200000.0)
d(22	2	13	2	200000.0)
d(23	3	7	2	200000.0)
d(24	7	7	5	200000.0)
d(25	9	21	4	200000.0)
d(26	5	8	5	200000.0)
d(27	7	15	2	200000.0)
d(28	6	7	2	200000.0)
d(29	5	14	3	200000.0)
d(30	14	18	4	200000.0)
d(31	6	16	1	200000.0)
d(32	8	11	1	200000.0)
d(33	23	23	2	200000.0)
d(34	9	21	3	200000.0)
d(35	22	24	4	200000.0)
d(36	20	20	1	200000.0)
d(37	20	20	4	200000.0)
d(38	21	22	5	200000.0)
d(39	1	22	1	200000.0)
d(40	14	17	3	200000.0)
d(41	14	23	1	200000.0)
d(42	13	21	4	200000.0)
d(43	15	16	5	200000.0)
d(44	10	15	1	200000.0)
d(45	22	22	5	200000.0)
d(46	24	24	4	200000.0)
d(47	23	23	3	200000.0)
d(48	12	14	5	200000.0)
d(49	10	11	5	200000.0)
d(50	10	24	1	200000.0)
d(51	14	15	5	200000.0)
d(52	4	9	4	200000.0)
d(53	12	20	3	200000.0)
d(54	13	14	4	200000.0)
d(55	9	19	1	200000.0)
d(56	9	15	5	200000.0)
d(57	23	24	1	200000.0)
d(58	16	18	1	200000.0)
d(59	6	12	2	200000.0)
d(60	10	19	1	200000.0)
d(61	18	20	4	200000.0)
d(62	14	23	4	200000.0)
d(63	2	3	1	200000.0)
d(64	14	23	2	200000.0)
d(65	11	22	3	200000.0)
d(66	14	15	5	200000.0)
d(67	17	18	4	200000.0)
d(68	12	21	4	200000.0)
d(69	6	15	1	200000.0)
d(70	22	22	4	200000.0)
d(71	8	22	3	200000.0)
d(72	17	24	1	200000.0)
d(73	5	8	3	200000.0)
d(74	23	23	3	200000.0)
d(75	17	23	4	200000.0)
